TITULO;GRATUITO;FECHA;HORA;CONTENT-URL;NOMBRE-INSTALACION;CP;TIPO
Quedada de cine: El exótico Hotel Marigold;1;20/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=00564b942d242910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;CineActividadesAudiovisuales
Radioteatro;0;23/10/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab75e7da8b822910VgnVCM1000001d4a900aRCRD;Casa del Lector;28045;ProgramacionDestacadaAgendaCultura
Raíces y alas. Pasado, presente y futuro de la agricultura urbana madrileña;1;02/10/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=95967421c2e22910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Dehesa de la Villa;28039;Exposiciones
Recital de Fagot a dúo;1;30/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=378ce6d55e423910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa del Reloj (Arganzuela);28045;Musica
Relación abierta;1;22/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=84a79c38dc8b2910VgnVCM2000001f4a900aRCRD;Centro Cultural Buenavista (Salamanca);28028;TeatroPerformance
Repair Café Madrid;1;09/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=326444afb09f2910VgnVCM1000001d4a900aRCRD;Medialab Matadero;28045;ProgramacionDestacadaAgendaCultura
Repair Café Madrid 2024-25;0;28/09/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=87e6a32fa9322910VgnVCM1000001d4a900aRCRD;Medialab en Matadero. Matadero Madrid;28045;ProgramacionDestacadaAgendaCultura
Repair Café se une a la Semana Europea de la Reducción de Residuos;0;23/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f732805a42e2910VgnVCM1000001d4a900aRCRD;Medialab Matadero;28045;ProgramacionDestacadaAgendaCultura
Rita Payés;0;10/01/2025;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca97a32fa9322910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Rituals;1;29/12/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d8ed42656f33910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;Musica
Roberta González. Una pequeña colección madrileña.;1;05/10/2023;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=94b9e2e286ada810VgnVCM1000001d4a900aRCRD;Museo de Arte Contemporáneo de Madrid;28015;Exposiciones
Roberta Marrero «He decidido creer en la ternura»;0;29/01/2025;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad982dd1dc0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;RecitalesPresentacionesActosLiterarios
"Román Filiú &amp; Iván 'Melón' Lewis";1;30/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=99a7e2f7e8a92910VgnVCM2000001f4a900aRCRD;Centro Cultural San Juan Bautista (Ciudad Lineal);28043;Musica/JazzSoulFunkySwingReagge
Rompe el silencio;1;23/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c28804abe62d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Fernando Lázaro Carreter (Carabanchel);28019;TeatroPerformance
Rompiendo Cadenas;1;25/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7fd6c194e32d2910VgnVCM1000001d4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;TeatroPerformance
Rompiendo Cadenas;0;25/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b725f56abdb2910VgnVCM2000001f4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;TeatroPerformance
Rompiendo el silencio de la violencia de género;1;25/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=441e49bf833d2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Blas (San Blas-Canillejas);28037;ConferenciasColoquios
Rondalla y Coro 'El Madroño', presenta 'Concierto en honor a Santa Cecilia, patrona de la música'.;1;22/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0eb37553c43c2910VgnVCM1000001d4a900aRCRD;Centro Cultural el Madroño (Vicálvaro);28032;Musica
Rosario de Velasco: la gran olvidada de la Generación del 27;1;24/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6bab9254efeb2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Maestro Alonso (Salamanca);28028;ConferenciasColoquios
Rulo y la contrabanda;0;14/01/2025;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bed13b2aa003910VgnVCM2000001f4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Salida al Teatro Alcazar: `Conspiranoia´;0;28/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f80ad8304f2c2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);28041;TeatroPerformance
Salida al Teatro de la Abadía `El Maestro Juan Martinez que Estaba Allí´;0;04/12/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4e891da85f23910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);28041;TeatroPerformance
Salud y ejercicio a partir de los 60;1;29/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fe9716d0d2c2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Maestro Alonso (Salamanca);28028;ConferenciasColoquios
Salvar el árbol;1;08/12/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efa5283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
Sara Johnson Huidobro;1;21/12/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b96a42e7be23910VgnVCM2000001f4a900aRCRD;Parroquia Santa María La Antigua;28032;Musica
Sara Socas;0;21/02/2025;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b7602a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
School privada Alfonsina Storni;0;22/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be4d4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
Seamos francas;1;22/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d539f748907f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Hortaleza;28033;TeatroPerformance
Second Hand;1;22/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee45f4a59f4f2910VgnVCM2000001f4a900aRCRD;Centro Cultural el Torito (Moratalaz);28030;TeatroPerformance
Second Hand - Moratalaz;1;22/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f12dbca7b8882910VgnVCM1000001d4a900aRCRD;Centro Cultural el Torito (Moratalaz);28030;1ciudad21distritos
Senda 'Los frutos del otoño';1;24/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af35260d0f56b810VgnVCM1000001d4a900aRCRD;Aula ambiental La Cabaña del Retiro;28009;ItinerariosOtrasActividadesAmbientales
Senda 'Los árboles autóctonos en el parque del Retiro';1;22/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6a9e96db58b2910VgnVCM1000001d4a900aRCRD;Aula ambiental La Cabaña del Retiro;28009;ItinerariosOtrasActividadesAmbientales
Senda 'Los frutos del otoño'. Retiro;1;29/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d419e96db58b2910VgnVCM1000001d4a900aRCRD;Aula ambiental La Cabaña del Retiro;28009;ItinerariosOtrasActividadesAmbientales
Senderismo: la historia del agua. La llegada del Canal de Isabel II;1;24/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4254dd7f2d22910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Dehesa de la Villa;28039;ExcursionesItinerariosVisitas
Sergio Fábregas;1;22/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=df1a0ca93a2c2910VgnVCM1000001d4a900aRCRD;Centro Cultural Miguel Hernández (Latina);28044;Musica/Flamenco
Sergio Fábregas;1;22/11/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=46895bebd58d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Miguel Hernández (Latina);28044;Musica
Shahbanu. Un paseíto por el Tarot;1;01/12/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bba211ec62f33910VgnVCM1000001d4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;DanzaBaile
Simbiosis: vivir en común, vivir mejor;1;29/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d038ad958d2910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Dehesa de la Villa;28039;CongresosJornadas
Stan Mochales: Despierta, Jarret te ama;1;22/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3f21df10d7d2910VgnVCM1000001d4a900aRCRD;Centro Cultural - Centro Socio Cultural Villa de Barajas;28042;TeatroPerformance
Taller de ajedrez avanzado (Infantil-juvenil);1;02/10/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e7958cef3391910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Gabriel García Márquez (Usera);28041;CursosTalleres
Taller de ajedrez (Avanzado);1;27/09/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70bded4a8e291910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Canillejas (San Blas-Canillejas);28022;CursosTalleres
Taller de ajedrez (Avanzado);1;30/09/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5839c187df291910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);28041;CursosTalleres
Taller de ajedrez (Avanzado);1;05/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=60fb77358aa23910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal La Chata (Carabanchel);28025;CursosTalleres
Taller de ajedrez (Iniciación);1;27/09/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9a9ed4a8e291910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Canillejas (San Blas-Canillejas);28022;CursosTalleres
Taller de ajedrez (Iniciación);1;05/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=785f77358aa23910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal La Chata (Carabanchel);28025;CursosTalleres
Taller de Alfabetización Informacional (Dispositivos móviles);1;09/12/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e112f9ea99e61910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Francisco Ibáñez (Chamartín);28002;CursosTalleres/CapacitacionDigital
Taller de cómic (Infantil);1;25/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fcd9ecedfd123910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);28022;CursosTalleres
Taller de cómic (Infantil);1;24/09/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b77d6ac373051910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Gabriel García Márquez (Usera);28041;CursosTalleres
Taller de cómic (Juvenil);1;25/09/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=53046ac373051910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Dámaso Alonso (Chamartín);28036;CursosTalleres
Taller de cómic (Juvenil);1;18/10/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7568f51536e92910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas);28031;CursosTalleres
Taller de escritura creativa;0;21/10/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a55e7da8b822910VgnVCM1000001d4a900aRCRD;Casa del Lector;28045;ProgramacionDestacadaAgendaCultura
Taller de Historia de Madrid;1;02/10/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b112bc9b3631910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Gabriel García Márquez (Usera);28041;CursosTalleres
Taller de Historia de Madrid;1;03/10/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54b32bc9b3631910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal La Chata (Carabanchel);28025;CursosTalleres
Taller de huerta ecológica ¡Temporada de otoño-invierno!;1;14/12/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=601a6a5d60ea2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CursosTalleres
Taller de juegos (infantil);1;19/10/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ee13efea2652910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Benito Pérez Galdós (Centro);28015;CursosTalleres
Taller de juegos (infantil);1;17/10/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a1f32fa46a61910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Gabriel García Márquez (Usera);28041;CursosTalleres
Taller de juegos (infantil);1;02/10/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bce32fa46a61910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Francisco Ayala (Vicálvaro);28032;CursosTalleres
Taller de manualidades con cápsulas de aluminio;1;22/12/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa56c00a26e12910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Casa de Campo;28011;CursosTalleres
Taller de meditación Sahaja Yoga;1;07/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da9e9c38dc8b2910VgnVCM2000001f4a900aRCRD;Centro Cultural Ciudad Pegaso (San Blas - Canillejas);28022;CursosTalleres
Taller de Poesía;1;01/10/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0b09ab0b9c21910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Vallecas (Puente de Vallecas);28053;CursosTalleres
Taller de Poesía;1;15/10/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4fc6e037df92910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);28041;CursosTalleres
Taller de Psicología;1;02/10/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b54e902e0631910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas);28053;CursosTalleres
Taller de Psicología;1;18/10/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b0d6081f5f92910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Vallecas (Puente de Vallecas);28053;CursosTalleres
Taller de teatro y cuentacuentos Kamishibai;1;14/12/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff47385f79ca2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CuentacuentosTiteresMarionetas
Taller de teatro y cuentacuentos Kamishibai;1;15/12/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51186a5d60ea2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CuentacuentosTiteresMarionetas
Taller navideño: decora con nosotras la biblioteca;1;03/12/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=900959e50c343910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Miguel Delibes (Moratalaz);28030;CursosTalleres
Taller navideño: decora con nosotras la biblioteca;1;23/12/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a0959e50c343910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Miguel Delibes (Moratalaz);28030;CursosTalleres
Taller 'Pequeñas científicas';1;23/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b523149747ea2910VgnVCM1000001d4a900aRCRD;Aula ambiental La Cabaña del Retiro;28009;ItinerariosOtrasActividadesAmbientales
Taller 'Remedial English';0;08/10/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd6ab01c7d402910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;CursosTalleres/Idiomas
Taller 'Remedial English';0;08/10/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9274b2481b1e1910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Francisco Ibáñez (Chamartín);28002;CursosTalleres/Idiomas
Taller 'Remedial English';0;08/10/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d86b2481b1e1910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);28022;CursosTalleres/Idiomas
Taller 'Remedial English';0;07/10/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=867b0525bf520910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Mario Vargas Llosa (Centro);28004;CursosTalleres/Idiomas
Taller : Juegos musicales y baile;1;30/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e62345f735103910VgnVCM1000001d4a900aRCRD;Centro Cultural Nicolás Salmerón (Chamartín);28002;CursosTalleres
Taller : Papiroflexia;1;24/11/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d60e45f735103910VgnVCM1000001d4a900aRCRD;Centro Cultural Nicolás Salmerón (Chamartín);28002;CursosTalleres
Talleres creativos en idioma serbio;1;22/09/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=394cdaa14d721910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;CursosTalleres
Talleres de Alfabetización Informacional (Dispositivos móviles);1;18/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9731635b06bf2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal);28037;CursosTalleres/CapacitacionDigital
Talleres de Alfabetización Informacional (Dispositivos móviles);1;25/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=913de33ab7252910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal La Chata (Carabanchel);28025;CursosTalleres/CapacitacionDigital
Talleres de Alfabetización Informacional (dispositvos móviles);1;25/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad744b1935f82910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);28022;CursosTalleres/CapacitacionDigital
Talleres de reflexión y meditación: la acción coherente;1;13/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=21499827a09d2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Canillejas (San Blas-Canillejas);28022;CursosTalleres
Talleres del Price (de 14 a 18 años);0;28/09/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f2205d251ad0910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;CursosTalleres
